"id_paper","id_site","title","authors","authors_full","year","nurse_species","exp_type","umbrella","n_rii","id_es","orig_RII","orig_RIIV","RII","RIIV","nit.RII","nit.RIIV","p.RII","p.RIIV","lat","long","soil_n","soil_phosphorus","aridity_index","tavg","prec","n_island","n_bs","n_island_fi","n_bs_fi"
67,13,"
The relative contribution of short-term versus long-term effects in shrub-understory species interactions under arid conditions","Noumi et al.","Noumi, Z., Chaieb, M., Le Bagousse-Pinguet, Y., Michalet, R.",2016,"Retama raetam","field","rii_biomass",10,29,0.1037,0.2965,0.1037,0.2965,NA,NA,0.495348837209302,0.0383768710038987,33.5,9.6333,0.600000023841858,2.88496947288513,0.0617000013589859,20.9166666666667,149,10,10,5,5
67,13,"
The relative contribution of short-term versus long-term effects in shrub-understory species interactions under arid conditions","Noumi et al.","Noumi, Z., Chaieb, M., Le Bagousse-Pinguet, Y., Michalet, R.",2016,"Hammada scoparia","field","rii_biomass",10,30,0.1688,0.3479,0.1688,0.3479,NA,NA,0.163776493256262,0.00939228287052082,33.5,9.6333,0.600000023841858,2.88496947288513,0.0617000013589859,20.9166666666667,149,10,10,5,5
67,13,"
The relative contribution of short-term versus long-term effects in shrub-understory species interactions under arid conditions","Noumi et al.","Noumi, Z., Chaieb, M., Le Bagousse-Pinguet, Y., Michalet, R.",2016,"Rhanterium suaveolens","field","rii_biomass",10,31,0.0625,0.2293,0.0625,0.2293,NA,NA,0.452711223203027,0.0152911673636356,33.5,9.6333,0.600000023841858,2.88496947288513,0.0617000013589859,20.9166666666667,149,10,10,5,5
75,15,"
Precipitation timing and soil heterogeneity regulate the growth and seed production of the invasive grass red brome","Horn et al.","Horn, K.J., Bishop, T.B.B., St. Clair, S.B.",2017,"Larrea tridentata","field","biomass",NA,40,0.365079448778038,0.0506063948734105,0.365079448778038,0.0506063948734105,0.852873395032374,0.838670182501702,NA,NA,37.25,-114.01666,0.600000023841858,2,0.096000000834465,15.416666785876,239,8,8,8,8
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat","Lozano et al.","Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,"Retama sphaerocarpa","field","biomass",NA,41,0.537048014226437,0.0155485754399071,0.537048014226437,0.0155485754399071,0.473684210526316,0.00678285263822919,NA,NA,37.1333,-2.3666,1.89999997615814,27.6445999145508,0.19200000166893,15.4583333333333,341,8,8,3,3
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat","Lozano et al.","Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,"Retama sphaerocarpa","field","biomass",NA,42,-0.0191607587660472,0.0233041517748373,-0.0191607587660472,0.0233041517748373,0.473684210526316,0.00678285263822919,NA,NA,37.1333,-2.3666,1.89999997615814,27.6445999145508,0.19200000166893,15.4583333333333,341,8,8,3,3
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat","Lozano et al.","Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,"Retama sphaerocarpa","field","biomass",NA,43,0.208889886631496,0.00904857898344135,0.208889886631496,0.00904857898344135,0.473684210526316,0.00678285263822919,NA,NA,37.1333,-2.3666,1.89999997615814,27.6445999145508,0.19200000166893,15.4583333333333,341,8,8,3,3
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat","Lozano et al.","Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,"Retama sphaerocarpa","field","biomass",NA,47,0.423736361612113,0.024534566432287,0.423736361612113,0.024534566432287,0.230769230769231,0.0124638183070154,NA,NA,37.1333,-2.3666,1.89999997615814,27.6445999145508,0.19200000166893,15.4583333333333,341,8,8,3,3
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat","Lozano et al.","Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,"Retama sphaerocarpa","field","biomass",NA,48,0.0415702249791687,0.0196366766624577,0.0415702249791687,0.0196366766624577,0.230769230769231,0.0124638183070154,NA,NA,37.1333,-2.3666,1.89999997615814,27.6445999145508,0.19200000166893,15.4583333333333,341,8,8,3,3
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat","Lozano et al.","Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,"Retama sphaerocarpa","field","biomass",NA,49,0.313357330479619,0.0106268958842274,0.313357330479619,0.0106268958842274,0.230769230769231,0.0124638183070154,NA,NA,37.1333,-2.3666,1.89999997615814,27.6445999145508,0.19200000166893,15.4583333333333,341,8,8,3,3
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat","Lozano et al.","Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,"Retama sphaerocarpa","field","survival",NA,50,-0.172939757191852,0.00626368672668708,-0.172939757191852,0.00626368672668708,0.230769230769231,0.0124638183070154,NA,NA,37.1333,-2.3666,1.89999997615814,27.6445999145508,0.19200000166893,15.4583333333333,341,8,8,3,3
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat","Lozano et al.","Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,"Retama sphaerocarpa","field","survival",NA,51,-0.620469204024388,0.0164879360607547,-0.620469204024388,0.0164879360607547,0.230769230769231,0.0124638183070154,NA,NA,37.1333,-2.3666,1.89999997615814,27.6445999145508,0.19200000166893,15.4583333333333,341,8,8,3,3
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat","Lozano et al.","Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,"Retama sphaerocarpa","field","survival",NA,52,0.14107312050482,0.00354953733213095,0.14107312050482,0.00354953733213095,0.230769230769231,0.0124638183070154,NA,NA,37.1333,-2.3666,1.89999997615814,27.6445999145508,0.19200000166893,15.4583333333333,341,8,8,3,3
115,22,"Non-native weed reaches community dominance under the canopy of dominant native tree","Estanga-Mollica et al.","Estanga-Mollica, M.E., Schmidt, R.M., Cock, M.C., Hierro, J.L.",2021,"Prosopis caldenia","field","abundance",NA,59,0.682118841169387,0.087505663313351,0.682118841169387,0.087505663313351,0.362744890587072,0.0340420696839709,NA,NA,-36.61833,-64.4,1.60000002384186,10.5367879867554,0.383199989795685,15.7166666587194,682,10,10,10,10
